GeneID	Base Mean	log2(FC)	StdErr	Wald-Stats	P-Value	P-adj
gene-J2S48_RS04385	1660.48631656049	2.21522205941262	0.320755456022216	6.90626462565671	4.97581424308655e-12	8.42042381330057e-11
gene-J2S48_RS24120	342.030171612101	3.23705599779808	0.473670994513342	6.83397555538289	8.2593104623868e-12	1.39097906489139e-10
gene-J2S48_RS13620	271.358549184954	-2.69010706031079	0.394377425782694	-6.82114868763575	9.03154028587958e-12	1.51375529289168e-10
gene-J2S48_RS10145	1477.46009094975	-2.12657320633681	0.311793702308608	-6.82044951707192	9.07560767079975e-12	1.51389779384817e-10
gene-J2S48_RS14525	872.268450294063	-2.06146040446911	0.302806347611938	-6.80785069641597	9.90675959219419e-12	1.64470989817328e-10
gene-J2S48_RS10190	216.925731897846	3.04607272373065	0.447685852043368	6.80404062319033	1.01724833918397e-11	1.68085893026483e-10
MSTRG.2247.1	12949.6564701905	-4.51460033054887	0.663609021310502	-6.80310270893151	1.02389593913561e-11	1.68390022290706e-10
gene-J2S48_RS21625	748.926426914667	3.15360435494298	0.464053273112241	6.79578086755615	1.07727418270515e-11	1.76340722524119e-10
MSTRG.61.1	356.631515088321	-2.90316534634514	0.427454915165598	-6.79174631837006	1.10784231343728e-11	1.80501005766084e-10
rna-J2S48_RS06070	67.5512049422515	-5.08287005128298	0.749581682844617	-6.78094218096925	1.19394656657231e-11	1.93629389939945e-10
MSTRG.2926.1	1955.31074240618	-2.09876245888828	0.309984343300735	-6.77054342984072	1.2829956255689e-11	2.07112150984693e-10
gene-J2S48_RS13200	4912.37397074183	-2.23598305650252	0.33053004706899	-6.7648405230639	1.33456118739484e-11	2.14448066029546e-10
gene-J2S48_RS21575	700.04386596905	3.14449288898219	0.466053911503624	6.74705825091598	1.50872716396558e-11	2.4132745458317e-10
gene-J2S48_RS09835	601.289136730246	-3.62400548038074	0.538401621075902	-6.73104489013015	1.68448982295882e-11	2.6821672044658e-10
gene-J2S48_RS13445	598.965606943891	2.33234791671477	0.347171160123179	6.71814996351436	1.84046232015852e-11	2.91725769570828e-10
gene-J2S48_RS19820	506.018839060677	-2.63255601299624	0.392137190857808	-6.7133545972456	1.9020014155781e-11	3.00122115259914e-10
gene-J2S48_RS04230	300.098538328181	2.79670982456007	0.416738386447645	6.71094844033865	1.93363429671673e-11	3.0374533369501e-10
gene-J2S48_RS09385	339.998299833156	-2.41893590239745	0.3610767491482	-6.6992292029433	2.09521744626782e-11	3.27658335458757e-10
gene-J2S48_RS09640	2421.56990305734	1.9796649517819	0.295834768407739	6.69179272753157	2.2045297678093e-11	3.4322079007271e-10
gene-J2S48_RS10005	975.727678295711	1.81871839128158	0.272628898900839	6.67104037251418	2.5399632982527e-11	3.93694311229168e-10
gene-J2S48_RS15080	532.567708089083	-3.26354991308903	0.489292194339522	-6.66994068338732	2.5590683434786e-11	3.94908211771169e-10
MSTRG.2316.1	1215.56382766136	-3.09502221539001	0.465549263474475	-6.64810892899137	2.96882567428421e-11	4.56131418290244e-10
gene-J2S48_RS24700	584.467744346702	-2.86079502143133	0.430543321245883	-6.64461595444778	3.04008697714499e-11	4.65040379080301e-10
gene-J2S48_RS21120	314.72433124216	3.07228250601616	0.463027704064914	6.63520234112265	3.24057687960827e-11	4.93553948229033e-10
gene-J2S48_RS07780	1233.45015998477	1.91929188727774	0.290173181857622	6.61429796851273	3.73319115785892e-11	5.6611985393852e-10
gene-J2S48_RS01880	820.530568326956	-2.11039439191676	0.319298648902481	-6.60946859365293	3.8570203274318e-11	5.79877347939639e-10
gene-J2S48_RS21165	255.181950388974	3.0619919193672	0.46325693804467	6.60970547422638	3.85085386566351e-11	5.79877347939639e-10
gene-J2S48_RS20785	279.982447032134	2.31017000810265	0.349571652054491	6.60857364870807	3.88040481616129e-11	5.80899917564659e-10
gene-J2S48_RS13410	1207.85037438756	-2.17418895436398	0.329143607760821	-6.6055937381105	3.95927287265456e-11	5.90184377570592e-10
gene-J2S48_RS01850	337.242119620173	-2.15715629721725	0.326706518634507	-6.60273417938901	4.03642936383218e-11	5.99136104301023e-10
gene-J2S48_RS01385	972.27899979147	2.63562732752613	0.4002516427874	6.58492569617281	4.5511293737489e-11	6.71728254053336e-10
gene-J2S48_RS21685	80.8356726891571	-3.57704294236302	0.543251090431149	-6.58451129757349	4.56384026447884e-11	6.71728254053336e-10
gene-J2S48_RS07760	211.985668622156	-2.6521465185335	0.403464819200985	-6.57342695649591	4.9170200124618e-11	7.20682891366263e-10
gene-J2S48_RS12795	875.249197396504	-2.67568766306157	0.408432358895505	-6.55111575952806	5.71087667044056e-11	8.3355004068972e-10
gene-J2S48_RS09900	292.488928987786	-2.59808474725465	0.397065750861781	-6.54321039176971	6.02120271616101e-11	8.75198054552365e-10
gene-J2S48_RS09280	379.68562431333	-2.30936885952523	0.354661748402634	-6.51146865971995	7.44195568531931e-11	1.07723846139147e-09
gene-J2S48_RS20900	439.204283290373	3.17145033560856	0.487388393341778	6.50702884790406	7.66516968942799e-11	1.10498310378873e-09
gene-J2S48_RS05130	2924.79728818181	-3.51115564584947	0.539710578649931	-6.50562687622784	7.73700502665507e-11	1.11076756591691e-09
MSTRG.2755.1	490.676377154276	-2.51896461811388	0.388198542414357	-6.48885645589359	8.64903202812211e-11	1.23663506916374e-09
gene-J2S48_RS04960	293.787930578628	3.59772715498122	0.554537043262819	6.48780311196651	8.70969931817846e-11	1.2402470207959e-09
gene-J2S48_RS08500	480.974714713211	-2.48133916546948	0.382514760462108	-6.48691089063289	8.76141207802466e-11	1.24255977770528e-09
MSTRG.63.1	3953.49597456372	-2.00427469236815	0.309066297357337	-6.48493449303805	8.87703457675911e-11	1.25388113396722e-09
gene-J2S48_RS25390	124.623107625085	3.92461322078923	0.605951733514759	6.47677530027833	9.37035728530595e-11	1.31824745262758e-09
gene-J2S48_RS15050	1004.05728901787	-2.01107729260239	0.311423591172587	-6.45769090591432	1.06312598620669e-10	1.48965213187282e-09
gene-J2S48_RS19830	1810.91740343655	-1.78435758639474	0.276785742353826	-6.44671062613381	1.14303728348217e-10	1.59524287013468e-09
gene-J2S48_RS13815	245.428742839693	2.75948834507663	0.42896122140509	6.43295525884076	1.25146497940781e-10	1.73963564399427e-09
gene-J2S48_RS17080	197.369455974132	3.03620521493121	0.472975599573514	6.41936966234406	1.36839756856138e-10	1.89466272042313e-09
gene-J2S48_RS21145	236.884202787081	2.78182335047905	0.433590478111406	6.41578514960907	1.40098914153428e-10	1.93215156015535e-09
gene-J2S48_RS07060	663.747001959859	-3.34462167136486	0.521948575822483	-6.40795248094014	1.47486857880203e-10	2.02606456138961e-09
gene-J2S48_RS04390	2635.64727166382	-1.94989100746058	0.3044340207843	-6.40497077966897	1.5039818211553e-10	2.05798762480743e-09
MSTRG.1961.1	950.118462379545	-3.41183528343119	0.532830232636626	-6.4032314130305	1.52122351034276e-10	2.07078491571532e-09
gene-J2S48_RS20790	190.814600546324	2.49654419712446	0.389912172182427	6.40283729320563	1.52515703184285e-10	2.07078491571532e-09
gene-J2S48_RS13175	1008.77183223389	-1.85811318055953	0.290557933360913	-6.394983468758	1.60564726199602e-10	2.17165342037531e-09
MSTRG.60.1	60.9686907761461	-4.36605937243072	0.683248498832599	-6.39014850364193	1.65724729834261e-10	2.23282203311314e-09
MSTRG.1324.1	8576.0807976072	3.75007072422061	0.588918823619187	6.3677209384727	1.91857572769672e-10	2.57500795943357e-09
gene-J2S48_RS00245	205.496589753197	2.96456466809758	0.465698487761353	6.365845597542	1.94216734034266e-10	2.59672221115279e-09
gene-J2S48_RS06730	986.80696546167	-1.83284509755619	0.2881744641558	-6.36019261083894	2.01500915159475e-10	2.68386960381613e-09
gene-J2S48_RS02200	541.826703740534	2.25236722285245	0.354629809085082	6.35131950318387	2.13475797052291e-10	2.83259741315975e-09
MSTRG.1102.1	329.414494668357	-2.32428026406682	0.366340542851741	-6.34458923375965	2.23019690244173e-10	2.94806782990693e-09
gene-J2S48_RS13625	581.384946555071	-2.23811958587436	0.353793090023201	-6.32606924495781	2.51484997572986e-10	3.2994454925025e-09
MSTRG.2704.1	14601.707637433	-1.7116431635068	0.270568219005522	-6.32610574071845	2.51425556876964e-10	3.2994454925025e-09
MSTRG.167.1	784.911752694707	-1.96723381102188	0.312058572642533	-6.30405309606851	2.89961087367393e-10	3.79005107853723e-09
MSTRG.2920.1	732.124097237754	2.20442423235524	0.349971279238926	6.29887183070894	2.99819769456155e-10	3.904344432732e-09
gene-J2S48_RS19985	693.068671658395	2.3989873752485	0.38112959440565	6.29441379116618	3.08563703855671e-10	4.00332835039414e-09
gene-J2S48_RS12885	1660.68872231814	2.15731586906951	0.342935369019266	6.29073599272963	3.15964304563818e-10	4.08421756046883e-09
gene-J2S48_RS11490	1162.44697487229	2.10009854329263	0.334998645139316	6.26897622949866	3.63429599240178e-10	4.68049222844979e-09
gene-J2S48_RS09845	294.301157751169	-2.44674189753366	0.390517861842656	-6.26537768589821	3.71922841643728e-10	4.77232862372886e-09
gene-J2S48_RS13605	7604.76422972673	-1.63180312599725	0.263196122769717	-6.19995123341917	5.64806587275946e-10	7.22086669791109e-09
MSTRG.1417.1	86.7112264483584	-3.25817596216656	0.525973062851856	-6.19456811058069	5.84450639101939e-10	7.44483850463306e-09
gene-J2S48_RS15235	181.343176088824	4.1672867494616	0.674139313007683	6.18164030646601	6.34389409558865e-10	8.05168877421995e-09
gene-J2S48_RS00835	390.976866540402	3.60590211253956	0.584603608815145	6.16811469886045	6.91090086372274e-10	8.73966993704721e-09
MSTRG.3219.1	153.89004090029	-3.87754163924783	0.629354668873065	-6.16113906994768	7.22235272139307e-10	9.10068402267623e-09
gene-J2S48_RS23465	485.897371402364	-3.36889393339985	0.547358616092162	-6.1548203213679	7.51626613456968e-10	9.43708970229304e-09
gene-J2S48_RS19700	268.077728490694	2.12247942005496	0.345413716236379	6.1447456203577	8.00917654036544e-10	1.00200519360358e-08
gene-J2S48_RS08475	814.424208097551	1.94210689322704	0.316614107069664	6.13398724144568	8.57033948579524e-10	1.06839498999077e-08
gene-J2S48_RS02680	294.100437411886	2.63321258944218	0.429830665757187	6.12616269433343	9.00237560167589e-10	1.11827382030747e-08
gene-J2S48_RS11770	356.095871373995	1.94014645945298	0.316919603776827	6.12188844215271	9.2472760862785e-10	1.14463632969023e-08
MSTRG.2478.1	4436.32862956015	-3.5820189919262	0.585813274295746	-6.11460878252109	9.67941240367774e-10	1.19390780458039e-08
gene-J2S48_RS00960	70.6056138181213	3.40834295653301	0.558939401844819	6.09787562888488	1.07487321067712e-09	1.32115117789542e-08
gene-J2S48_RS12510	1001.14913819114	-2.1504479463855	0.352810973512572	-6.09518441270613	1.09311362052481e-09	1.33887308136308e-08
MSTRG.1905.1	7589.48172755549	-3.36176659617169	0.552173845325033	-6.08823946413617	1.14159037776887e-09	1.39337668756947e-08
MSTRG.3498.1	3364.30019525772	-2.24970638420975	0.369805624376245	-6.08348341917284	1.17599084473266e-09	1.43038053093698e-08
MSTRG.2700.1	2749.08163956428	-1.55451649116195	0.255651213794096	-6.0806145532873	1.19722781792748e-09	1.45117268034601e-08
gene-J2S48_RS10000	2804.83401829223	3.77042321734328	0.621611370944012	6.06556345907463	1.31491837778313e-09	1.58833071633596e-08
gene-J2S48_RS19245	5364.10484679943	-1.65360677433529	0.273177489620186	-6.0532321921341	1.41968003358409e-09	1.70898252840037e-08
MSTRG.5.1	292.644530187654	2.4946576593712	0.412649077794508	6.04547009460057	1.48974982815234e-09	1.78718960548549e-08
gene-J2S48_RS01400	160.474415513747	2.89725776642654	0.48114475653025	6.02159272672939	1.72709031396541e-09	2.06484551871018e-08
gene-J2S48_RS18675	667.961352002361	2.09580075609607	0.349538220995405	5.99591297949537	2.02345361266932e-09	2.41093809700022e-08
gene-J2S48_RS02915	475.997271038292	-1.81059604823481	0.302872459874756	-5.97808083634785	2.25781697315702e-09	2.68106198541323e-08
gene-J2S48_RS00845	443.419269227295	3.0035295861438	0.502472750891496	5.97749744800069	2.2659147638211e-09	2.68158764110315e-08
gene-J2S48_RS13380	5727.04672546802	2.41694626809192	0.405926487007533	5.95414772243495	2.61430590517679e-09	3.083472587823e-08
gene-J2S48_RS20015	2453.44016103006	-2.04589877407572	0.344883309715755	-5.93214782055387	2.98997240532898e-09	3.51472259592866e-08
gene-J2S48_RS06115	467.12560017537	-2.57855913340604	0.43505812859408	-5.92693013629887	3.08650209811398e-09	3.61605914705461e-08
MSTRG.2153.1	175.154454640886	2.78304736885094	0.469658407230783	5.92568412702424	3.10999890291596e-09	3.63144205230486e-08
MSTRG.173.1	1521.42677090812	-1.70473419356902	0.287719937437067	-5.9249776319095	3.12339901654234e-09	3.63497234383649e-08
gene-J2S48_RS09320	2237.53285878048	-2.44654645850778	0.41306869589525	-5.92285613221149	3.16397630482993e-09	3.6700029787481e-08
gene-J2S48_RS21500	2507.39003388655	2.7135061702705	0.458325020562387	5.92048447833134	3.20994590984337e-09	3.71103647596744e-08
gene-J2S48_RS15030	337.097169975937	-2.1653189944549	0.366031706078901	-5.91565965050075	3.30548104211332e-09	3.80891450346149e-08
gene-J2S48_RS14005	418.035055456648	2.56205809723511	0.43722281408717	5.85984540304501	4.63298280753931e-09	5.32109468026564e-08
gene-J2S48_RS01300	365.194978575574	-1.79786035429628	0.307555314730615	-5.84564879287164	5.04597663471272e-09	5.77648893836558e-08
MSTRG.1295.1	7834.03277638821	-1.58833309930643	0.271740395874332	-5.84503858616945	5.06450858067093e-09	5.77773763571102e-08
gene-J2S48_RS15695	1287.41705520465	1.83385840131985	0.313795559400699	5.84411839613739	5.0925799932033e-09	5.77773763571102e-08
gene-J2S48_RS23370	529.667327482319	1.80600882274393	0.309037014520862	5.84398870647909	5.09654847112391e-09	5.77773763571102e-08
gene-J2S48_RS20355	398.2774727169	-2.11244636480402	0.361594477130956	-5.84203160835052	5.15680185610239e-09	5.8271860973957e-08
rna-J2S48_RS21355	104.87911800358	-4.45396152705634	0.763246952407655	-5.83554446304222	5.36151960976441e-09	6.03903639646454e-08
MSTRG.1953.1	6186.31748000418	-1.84042444107218	0.315738340223717	-5.82895456968624	5.57756838158463e-09	6.26225065406762e-08
gene-J2S48_RS13040	556.273240447046	2.02170197570265	0.347622342583196	5.81579987258384	6.03446279674562e-09	6.75358567955269e-08
gene-J2S48_RS11860	1167.49636818669	-1.95001099223864	0.335829234649383	-5.80655521034231	6.37712505586317e-09	7.1143532072257e-08
gene-J2S48_RS18865	3378.83995315652	-2.38484182699152	0.412381030998117	-5.78310263500556	7.33352884683908e-09	8.15534969856422e-08
MSTRG.860.1	205.36399628278	-2.24863006732447	0.389379644167665	-5.77490400693936	7.69969688789459e-09	8.53545512604264e-08
gene-J2S48_RS22875	78.2479409816035	-3.13621710001215	0.544705237413565	-5.75764080203069	8.52976149540516e-09	9.42579006889724e-08
gene-J2S48_RS08895	121.581716586995	3.25533406462636	0.566069575071944	5.75076670427417	8.88396360775227e-09	9.78632846476611e-08
gene-J2S48_RS12425	352.307496784181	-2.15749125859101	0.375218242549658	-5.74996365829808	8.92626340004063e-09	9.80210052988788e-08
gene-J2S48_RS11140	263.903343851733	-2.18303627038672	0.380025696567662	-5.74444383657104	9.22235985236487e-09	1.00956020508857e-07
MSTRG.3441.1	114.418583596153	-3.23483905397671	0.563285628846328	-5.7428041624318	9.31214030459943e-09	1.01621269429943e-07
gene-J2S48_RS06495	9456.16205943285	5.25026971431	0.915226340950706	5.7365806461123	9.66070597862169e-09	1.05097680258111e-07
gene-J2S48_RS13405	3499.06883597461	-1.92620492100927	0.3358489663678	-5.73533080015442	9.73222066566793e-09	1.05547891615587e-07
gene-J2S48_RS17495	126.224614648531	-2.52427430079834	0.440448621384888	-5.73114360730963	9.97557630087876e-09	1.07853221549316e-07
gene-J2S48_RS22680	439.823407581801	1.91940488776461	0.335321225269413	5.7240781171024	1.03996893075507e-08	1.12092651213385e-07
MSTRG.3527.1	23.9481497110402	-5.87853690995304	1.02729694458779	-5.72233465788396	1.05070081270263e-08	1.12901992236114e-07
gene-J2S48_RS17775	1689.95799900201	2.1415447464054	0.374708857263811	5.71522317898576	1.09560137257731e-08	1.17366715845208e-07
MSTRG.1630.1	163.272148865947	3.16922510430746	0.554870719816407	5.71164595846052	1.11888673839626e-08	1.19495739164698e-07
gene-J2S48_RS20140	429.97978839326	-2.02120749059537	0.354789265048292	-5.69692403269374	1.21988249111539e-08	1.29885968582894e-07
gene-J2S48_RS03890	1427.63037938789	1.74744025445933	0.307139247635194	5.68940722461774	1.27481127428737e-08	1.35052277766511e-07
MSTRG.3128.1	706.549269310664	1.58731702701875	0.279003710339646	5.68923268112249	1.27611487127363e-08	1.35052277766511e-07
gene-J2S48_RS22820	864.070246264744	-1.81148818979151	0.318842751011704	-5.68144699555992	1.33559907700076e-08	1.40921794178725e-07
gene-J2S48_RS26610	97.7228120067624	-3.6534973399843	0.643977178775435	-5.67333355963276	1.40045163257374e-08	1.47320782850025e-07
gene-J2S48_RS14925	1503.52140585311	1.54558037079585	0.272911138856419	5.66330995968983	1.48480596999118e-08	1.55726805774824e-07
gene-J2S48_RS00590	1366.29355973241	-1.59614159693004	0.282129928626748	-5.6574699632158	1.53620690874255e-08	1.60636800039557e-07
gene-J2S48_RS14760	327.046479891281	-2.71707724420918	0.480912389852731	-5.64983831055222	1.60598823238325e-08	1.67433832679718e-07
gene-J2S48_RS12975	17017.7181731721	1.76327939104384	0.312351363018488	5.64517911496827	1.6500936585235e-08	1.71521604920114e-07
gene-J2S48_RS25960	239.127392771579	2.25983140262246	0.401349320900389	5.63058484203423	1.79599565985908e-08	1.86135289836875e-07
gene-J2S48_RS05645	1598.70188565555	-2.17366566436079	0.386764634191778	-5.62012519294349	1.90819133590213e-08	1.97179771376553e-07
rna-J2S48_RS13925	63.9932494619059	-4.22026948089659	0.751065416700525	-5.61904381037339	1.92017166754785e-08	1.97834157394709e-07
gene-J2S48_RS17265	2411.53580103328	2.29293551432944	0.408111962898733	5.61839819162173	1.92735907810329e-08	1.97992341659702e-07
gene-J2S48_RS11475	104.620473371577	-3.04155505215845	0.541431442081309	-5.61761806899586	1.93607872140389e-08	1.98306542721573e-07
gene-J2S48_RS13615	12786.4432908626	-2.31313078333059	0.412056709332695	-5.61362242366248	1.98134305704168e-08	2.02351158274549e-07
MSTRG.2479.1	3215.0809041941	-3.11658786204379	0.555256921624684	-5.61287530270607	1.98992002543372e-08	2.0263633282251e-07
MSTRG.3176.1	8561.94585269573	-1.4867769540298	0.265143475378707	-5.60744310945695	2.05337475087446e-08	2.08491934849659e-07
gene-J2S48_RS18770	283.286145729507	-2.18153603918958	0.389345155416926	-5.60309023712779	2.10563531735711e-08	2.13180361754392e-07
gene-J2S48_RS14415	1325.50683943241	-1.6366659558518	0.292572645911259	-5.59404981540284	2.21833260756796e-08	2.23942914245261e-07
gene-J2S48_RS25090	1534.97163822277	1.72224197837478	0.308548101976938	5.5817617004933	2.38094455817074e-08	2.39668068599773e-07
gene-J2S48_RS21495	547.749443320223	2.77127515081457	0.497542859798294	5.5699224624348	2.54852725377742e-08	2.55802033523849e-07
MSTRG.142.1	106.241425191141	-2.60689393108758	0.468455539946549	-5.56486946740991	2.62348717067108e-08	2.62573587396023e-07
gene-J2S48_RS02765	219.189167529247	3.13685067280658	0.563738593220725	5.56437098777516	2.63099688945412e-08	2.62574988711048e-07
gene-J2S48_RS02470	1687.11760953113	2.21220022669275	0.398198534302586	5.55552076696429	2.76785303512149e-08	2.75173287766114e-07
MSTRG.2715.1	873.495049838625	-1.93868099489416	0.348984920336019	-5.55519990097999	2.7729423517396e-08	2.75173287766114e-07
gene-J2S48_RS19755	166.718726463815	-3.00278465103662	0.54189084939349	-5.54130901896106	3.00218882068125e-08	2.97081001097357e-07
MSTRG.2634.1	135.831848091639	-3.10753548699131	0.561522509816573	-5.53412451444986	3.12786721972324e-08	3.08645601991282e-07
gene-J2S48_RS13670	4155.02832896327	-2.63941166155857	0.478192812092199	-5.51955528149943	3.39858666610704e-08	3.34417109308229e-07
gene-J2S48_RS07390	185.853239334211	-2.33968513594561	0.424087022496223	-5.51699300340286	3.44849157818892e-08	3.38377198834616e-07
gene-J2S48_RS18645	1110.43366666087	1.76983539700207	0.321060710578816	5.51246334006851	3.53845910117635e-08	3.45270814245704e-07
gene-J2S48_RS20530	269.435455119393	2.49753437448811	0.453057850996336	5.51261691855839	3.53537180225352e-08	3.45270814245704e-07
MSTRG.48.1	244.07049132897	3.4259675887203	0.621745969634861	5.51023690709615	3.5835105933872e-08	3.4869548912876e-07
gene-J2S48_RS23945	2738.3653659761	1.39652003154552	0.25388265241309	5.50065165253299	3.78390133496444e-08	3.67174691866494e-07
gene-J2S48_RS02800	115.48438558332	2.57345666631428	0.467895813682997	5.50006345655791	3.79654590786537e-08	3.67383986609182e-07
gene-J2S48_RS19925	1459.00451470052	-1.80386445507504	0.328189371348479	-5.4964133898159	3.87593319086443e-08	3.74032891669369e-07
gene-J2S48_RS00925	1990.74836476902	1.55356879294008	0.282702924069584	5.49541112124362	3.89801227754448e-08	3.75130137588965e-07
gene-J2S48_RS18325	123.566602766325	2.67500453052788	0.487242357367847	5.49009028069447	4.01728348554246e-08	3.85549152050828e-07
gene-J2S48_RS12720	766.593576134955	-1.79454601447296	0.327102967580582	-5.48618078199145	4.1071658080819e-08	3.93098410538549e-07
gene-J2S48_RS10255	1519.38615429483	1.81579619075819	0.331103393198476	5.48407605617541	4.15635938566868e-08	3.96722804577585e-07
gene-J2S48_RS18505	4519.14867923543	2.55702205009948	0.46656496706311	5.48052732333332	4.24060018215357e-08	4.03663653208803e-07
gene-J2S48_RS22815	102.320743940276	2.7751435199539	0.506520099696168	5.47884184974801	4.28118799425577e-08	4.06422806067154e-07
gene-J2S48_RS25690	893.857485159191	-1.75085625585556	0.320285100194615	-5.46655543698937	4.58864961044404e-08	4.34433502307715e-07
MSTRG.1489.1	20.2019242163526	5.710901711759	1.05035227406789	5.43712985895802	5.41456765075904e-08	5.11246104598623e-07
gene-J2S48_RS12545	1824.16880787738	2.16049537834592	0.397403712752632	5.43652539977839	5.43295975309596e-08	5.11603710083203e-07
gene-J2S48_RS02480	402.858034987336	-3.06976101379992	0.56813665002462	-5.40320891754983	6.54591431799456e-08	6.14754366110857e-07
gene-J2S48_RS01560	253.675853434581	-2.25169224293211	0.41715897993258	-5.39768373989222	6.75067263528123e-08	6.32288936935566e-07
gene-J2S48_RS14650	108.132947425126	2.56597664905114	0.47547565992647	5.39665195364144	6.78959121561913e-08	6.33364374066406e-07
rna-J2S48_RS15810	128.141686140604	-3.24135727251272	0.600649395195882	-5.39642143726069	6.79831586208874e-08	6.33364374066406e-07
gene-J2S48_RS17175	2221.9586245892	2.02544407269	0.3766219028487	5.37792427198181	7.5349494779723e-08	7.00130716746338e-07
MSTRG.1917.1	177.336621135109	-1.94192343759222	0.361414548269653	-5.3731191699105	7.73861471016211e-08	7.17152574859732e-07
gene-J2S48_RS09625	1739.65245099155	-2.13445521790018	0.39801667566013	-5.3627281177606	8.19743447586115e-08	7.57667888362576e-07
MSTRG.6.1	286.541828007267	2.4404997161479	0.455708724001766	5.35539389002008	8.53702352853336e-08	7.86978774222431e-07
MSTRG.411.1	94.5692767290627	-2.77065873001287	0.518014873208141	-5.3486084537569	8.86330575780387e-08	8.14912337784434e-07
gene-J2S48_RS07370	147.007514067089	-2.74590708149108	0.514006861766036	-5.34216035960422	9.18453484573709e-08	8.42236271325053e-07
gene-J2S48_RS09730	188.051421306916	-2.50168379901514	0.468523297764176	-5.33950779172208	9.31992644730726e-08	8.52420426760243e-07
gene-J2S48_RS18640	580.22664943222	1.7652245218438	0.331253338342214	5.32892598359315	9.87952456916884e-08	9.01249337651001e-07
gene-J2S48_RS12420	347.704762147818	2.11091906012	0.396460053464019	5.32441803827679	1.01276753823133e-07	9.21486931538788e-07
gene-J2S48_RS24075	2361.3714380804	-2.47673455612277	0.465707407323956	-5.31822023264471	1.0478718739324e-07	9.50957299063522e-07
gene-J2S48_RS25710	616.280097373988	2.75012139201104	0.517723051076708	5.31195469525958	1.08455569653217e-07	9.79174898183557e-07
gene-J2S48_RS00385	493.740057451187	2.28513113549251	0.430183543476816	5.31199105624472	1.08433926532517e-07	9.79174898183557e-07
gene-J2S48_RS12750	2339.98446621943	-1.49971998786298	0.282505086842564	-5.30864772958496	1.10441550993853e-07	9.94541781828961e-07
gene-J2S48_RS11150	887.813325961389	-1.49255766839035	0.281573411688223	-5.30077630356309	1.15311306460001e-07	1.03573206802406e-06
gene-J2S48_RS06265	18.9171448838927	-5.54590295107378	1.04666925874079	-5.2986202706917	1.16681008714553e-07	1.04535440799765e-06
MSTRG.101.1	314.205842959364	-1.78632421162045	0.337244484385827	-5.29682261482681	1.17835061751262e-07	1.05300056457824e-06
gene-J2S48_RS00785	1106.98417127891	1.5478940521029	0.292268773411568	5.2961321664124	1.18281242720559e-07	1.05429820165424e-06
MSTRG.2271.1	7414.88493212149	1.6347025893254	0.308710158972721	5.29526658521739	1.18842907555643e-07	1.05661600296299e-06
gene-J2S48_RS13240	518.139596930809	-2.78346308958963	0.526034949737544	-5.29140333922375	1.21381338768592e-07	1.07645273343387e-06
gene-J2S48_RS04790	1143.9820892963	-1.46811711494786	0.277533721964889	-5.28986929787792	1.22403798453105e-07	1.08277905550815e-06
gene-J2S48_RS25265	556.608949932571	2.59740032901627	0.492742709958978	5.27131153139234	1.35452332178096e-07	1.19518770685106e-06
gene-J2S48_RS05150	407.385547758224	1.921025013796	0.3650759494641	5.26198731145096	1.42506603585226e-07	1.25427294562575e-06
gene-J2S48_RS09365	654.22491541442	-1.47211857698425	0.280303966942619	-5.25186494162465	1.50566853592058e-07	1.3218939552205e-06
gene-J2S48_RS08325	3009.07824955235	-1.89859735475327	0.362337253523428	-5.23986241075404	1.6069636474337e-07	1.40729841424006e-06
gene-J2S48_RS19450	907.209322853898	-1.92127363684222	0.367459435502365	-5.22853259766098	1.708607117567e-07	1.49258123013396e-06
gene-J2S48_RS21365	332.131959879169	-2.08073102863563	0.398752920944155	-5.21809601722525	1.80771751807522e-07	1.57523245418345e-06
gene-J2S48_RS01250	670.0989244386	-1.54445313375694	0.296690827134942	-5.20559785643283	1.93373010847255e-07	1.67772710541292e-06
gene-J2S48_RS07920	520.409979543432	1.95255956197033	0.375096652760451	5.2054838335689	1.93491792916591e-07	1.67772710541292e-06
gene-J2S48_RS11110	317.688435948121	-2.15955534165497	0.415081408134695	-5.20272722249749	1.96385019495933e-07	1.69847617912143e-06
gene-J2S48_RS20910	700.091165826358	1.57525625483612	0.302800918299909	5.20228361155729	1.96854504345789e-07	1.69847617912143e-06
rna-J2S48_RS15090	192.720612866341	-2.60013225162439	0.50057860087889	-5.19425370373247	2.05542685781247e-07	1.76770440961909e-06
gene-J2S48_RS21730	148.403226006325	-2.6095601893418	0.502423825753262	-5.19394195812549	2.05887353446928e-07	1.76770440961909e-06
gene-J2S48_RS25965	167.683759161544	2.77226361520897	0.534391595024703	5.18770063193231	2.12906496564974e-07	1.82349989600759e-06
gene-J2S48_RS18690	7128.7816477629	1.33804874804735	0.257960060427727	5.18703843466587	2.13664647007021e-07	1.82552989869658e-06
gene-J2S48_RS08125	728.797272126675	1.95322478049156	0.376745043822321	5.18447372439153	2.16625681689639e-07	1.84632545732069e-06
gene-J2S48_RS16785	1968.00606828293	1.4357252031947	0.277410407693003	5.1754554385124	2.27355691694485e-07	1.93307521360627e-06
MSTRG.750.1	702.740456811799	-3.21703242589218	0.622760723791476	-5.16575998291339	2.39463919829746e-07	2.031094700154e-06
gene-J2S48_RS14170	909.99037446494	1.76378778892306	0.342280375494896	5.15304970778075	2.56283996333468e-07	2.16850927332401e-06
